City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
413,Yarmouth,US,41.7057,-70.2286,68.97,79,1,1.99,clear sky
414,Winnemucca,US,40.973,-117.7357,77.05,44,90,9.22,overcast clouds
415,Pisco,PE,-13.7,-76.2167,62.65,82,75,8.05,broken clouds
416,Sorong,ID,-0.8833,131.25,85.82,67,58,8.43,broken clouds
417,Xining,CN,36.6167,101.7667,71.96,43,20,1.39,few clouds
418,Batagay-Alyta,RU,67.8006,130.4114,72.64,46,45,8.5,scattered clouds
419,Archidona,ES,37.0965,-4.3887,68.56,48,36,3.67,scattered clouds
420,Buchanan,LR,5.8808,-10.0467,75.67,87,100,7.23,moderate rain
421,Maningrida,AU,-12.0667,134.2667,87.22,54,55,11.7,broken clouds
422,Grand-Lahou,CI,5.1367,-5.0242,74.41,90,71,7.7,light rain
423,Walvis Bay,NA,-22.9575,14.5053,76.08,25,0,18.03,clear sky
424,Kichera,RU,55.9375,110.0997,66.51,63,45,5.95,scattered clouds
425,Pacific Grove,US,36.6177,-121.9166,73.26,84,1,1.99,clear sky
426,Florida,US,28.7505,-82.5001,83.77,62,8,9.42,clear sky
427,Port Lincoln,AU,-34.7333,135.8667,57.56,63,13,15.1,few clouds
428,Carbonia,IT,39.1672,8.5222,84.85,67,83,6.6,broken clouds
429,Rocha,UY,-34.4833,-54.3333,43.83,89,7,4.52,clear sky
430,Jaguaribe,BR,-5.8906,-38.6219,77.7,53,41,11.39,scattered clouds
431,Erzin,TR,36.9559,36.2,79.52,78,0,1.25,clear sky
432,Alta,NO,69.9689,23.2717,45.66,86,75,7.0,light intensity drizzle
433,Talnakh,RU,69.4865,88.3972,61.21,58,89,14.92,light rain
434,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,14.97,few clouds
435,Bagdarin,RU,54.4333,113.6,59.14,71,94,3.2,light rain
436,Richards Bay,ZA,-28.783,32.0377,57.18,77,35,7.72,scattered clouds
437,Dinard,FR,48.6314,-2.0614,58.68,89,75,5.75,broken clouds
438,Ladario,BR,-19.0047,-57.6017,66.7,26,98,3.94,overcast clouds
439,Half Moon Bay,US,37.4636,-122.4286,76.87,80,20,13.8,few clouds
440,Avera,US,33.194,-82.5271,84.25,65,37,4.88,scattered clouds
441,Villanueva,HN,15.3167,-88.0,82.04,83,75,5.75,broken clouds
442,Coihaique,CL,-45.5752,-72.0662,35.55,75,0,3.44,clear sky
443,Teguise,ES,29.0605,-13.564,66.42,83,0,21.85,clear sky
444,Barra Do Garcas,BR,-15.89,-52.2567,68.97,36,33,3.78,scattered clouds
445,Umm Lajj,SA,25.0213,37.2685,84.96,51,100,3.24,overcast clouds
446,Yashan,CN,22.1975,109.9419,78.78,96,100,3.13,moderate rain
447,Plettenberg Bay,ZA,-34.0527,23.3716,56.66,54,62,5.55,broken clouds
448,Mahon,ES,39.8885,4.2658,68.56,88,75,14.97,broken clouds
449,Wagrowiec,PL,52.8084,17.1996,60.82,79,93,7.7,overcast clouds
450,San Quintin,MX,30.4833,-115.95,70.07,81,68,12.8,broken clouds
451,Solwezi,ZM,-12.1688,26.3894,50.07,79,0,5.88,clear sky
452,Asyut,EG,27.181,31.1837,84.25,22,11,3.29,few clouds
453,Kyabram,AU,-36.3167,145.05,60.87,58,63,10.45,broken clouds
454,Tromso,NO,69.6496,18.957,45.37,81,75,5.75,broken clouds
455,Kidal,ML,18.4411,1.4078,89.26,41,25,10.2,scattered clouds
456,Monrovia,LR,6.3005,-10.7969,75.29,88,100,8.23,moderate rain
457,Lebedinyy,RU,58.5167,125.5167,62.67,46,100,17.11,overcast clouds
458,Bandarbeyla,SO,9.4942,50.8122,76.15,73,73,21.41,broken clouds
459,Prainha,BR,-1.8,-53.48,71.56,97,66,1.7,broken clouds
460,Bairiki,KI,1.3292,172.9752,86.0,66,40,5.75,scattered clouds
461,San Felipe Del Progreso,MX,19.7128,-99.9519,53.78,95,11,3.71,few clouds
462,Faya,SA,18.3851,42.4509,63.14,68,28,5.79,scattered clouds
463,Novikovo,RU,51.1537,37.8879,69.3,59,0,1.95,clear sky
464,Huarmey,PE,-10.0681,-78.1522,64.71,83,22,8.14,few clouds
465,Luganville,VU,-15.5333,167.1667,77.04,54,100,7.65,overcast clouds
466,Hirara,JP,24.8,125.2833,82.92,84,100,17.4,light rain
467,Iracoubo,GF,5.4802,-53.2011,78.31,86,58,7.27,broken clouds
468,Terrace,CA,54.5163,-128.6035,75.42,62,0,3.94,clear sky
469,Mitsamiouli,KM,-11.3847,43.2844,76.19,71,2,13.69,clear sky
470,Gat,IL,31.61,34.7642,82.4,62,0,1.41,clear sky
471,Turukhansk,RU,65.8167,87.9833,54.64,83,100,9.69,light rain
472,Vanimo,PG,-2.6741,141.3028,83.55,76,27,6.06,scattered clouds
473,Marzuq,YE,14.4,46.4667,76.68,64,53,4.92,broken clouds
474,Egersund,NO,58.4513,5.9997,55.71,76,99,22.53,overcast clouds
475,Robertsport,LR,6.7533,-11.3686,74.84,85,100,9.22,light rain
476,Oksfjord,NO,70.2396,22.3479,46.47,89,100,4.16,overcast clouds
477,Sobolevo,RU,54.4299,31.8996,62.08,94,100,9.4,light rain
478,Gadsden,US,34.0143,-86.0066,76.62,97,1,3.44,clear sky
479,Uncia,BO,-18.467,-66.5685,41.61,54,34,4.25,scattered clouds
480,Mount Gambier,AU,-37.8333,140.7667,49.91,87,90,13.8,overcast clouds
481,Murupara,NZ,-38.4667,176.7,61.29,42,89,2.82,overcast clouds
482,Bafia,CM,4.75,11.2333,67.89,99,100,1.1,overcast clouds
483,Tete,MZ,-16.1564,33.5867,66.29,82,40,5.75,scattered clouds
484,Gornozavodsk,RU,58.3758,58.3211,61.54,97,95,6.13,overcast clouds
485,Montivilliers,FR,49.5452,0.1877,59.77,82,75,11.5,broken clouds
486,Shelburne,CA,44.0787,-80.2041,61.12,83,99,6.62,overcast clouds
487,Manggar,ID,-2.8833,108.2667,85.46,63,51,12.91,broken clouds
488,Kieta,PG,-6.2167,155.6333,83.16,78,59,8.57,moderate rain
489,Manta,EC,-0.95,-80.7333,71.65,87,79,10.6,broken clouds
490,Kharan,PK,28.5833,65.4167,87.73,13,0,7.25,clear sky
491,Quelimane,MZ,-17.8786,36.8883,67.98,76,99,4.52,overcast clouds
492,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,89,99,4.5,overcast clouds
493,Saint Anthony,US,45.0205,-93.218,75.65,48,1,1.99,haze
494,Danville,US,36.586,-79.395,79.18,74,40,0.0,scattered clouds
495,Carahue,CL,-38.7,-73.1667,32.2,85,7,0.74,clear sky
496,Fatehpur,IN,25.9333,80.8,79.95,84,91,10.71,overcast clouds
497,Pundri,IN,29.75,76.55,87.31,67,3,3.76,clear sky
498,Vostok,RU,46.4856,135.8833,86.02,43,78,2.35,broken clouds
499,Shaoyang,CN,27.2315,111.4525,92.52,52,28,3.87,scattered clouds
500,Kemin,KG,42.7846,75.6892,77.34,25,80,6.33,broken clouds
501,Khon Buri,TH,14.5254,102.2459,89.62,60,99,14.88,overcast clouds
502,Tessalit,ML,20.1986,1.0114,90.48,33,99,13.87,overcast clouds
503,Paamiut,GL,61.994,-49.6678,44.76,87,72,2.68,broken clouds
504,Saint-Joseph,RE,-21.3667,55.6167,64.76,78,18,12.21,few clouds
505,Ulluaya,RU,42.3738,47.3745,56.8,75,15,3.65,few clouds
506,Darhan,MN,49.4867,105.9228,69.1,62,16,2.82,few clouds
507,Summerside,CA,46.3959,-63.7876,60.48,82,43,14.03,scattered clouds
508,Ihosy,MG,-22.4,46.1167,53.91,89,77,7.45,broken clouds
509,Totskoye,RU,52.5248,52.7623,75.49,62,46,2.42,scattered clouds
510,Inhambane,MZ,-23.865,35.3833,61.86,81,0,3.11,clear sky
511,Bilma,NE,18.6853,12.9164,88.99,42,4,15.08,clear sky
512,Tual,ID,-5.6667,132.75,81.48,76,89,10.49,overcast clouds
513,Lamu,KE,-2.2717,40.902,73.62,83,76,16.53,light rain
514,Torbay,CA,47.6666,-52.7314,61.68,85,49,5.99,scattered clouds
515,Canguaretama,BR,-6.38,-35.1289,72.21,89,27,12.3,scattered clouds
516,Nanakuli,US,21.3906,-158.1547,85.95,54,20,12.66,few clouds
517,Laguna,US,38.421,-121.4238,91.9,40,1,5.99,clear sky
518,Muhos,FI,64.808,25.9931,52.9,94,68,3.18,broken clouds
519,Waipawa,NZ,-41.4122,175.5153,53.92,70,98,4.9,overcast clouds
520,Mariakani,KE,-3.8633,39.4736,67.19,90,47,9.46,scattered clouds
521,Kurilsk,RU,45.2333,147.8833,68.65,79,84,8.99,broken clouds
522,Itarema,BR,-2.9248,-39.9167,78.24,79,100,13.69,overcast clouds
523,Kasempa,ZM,-13.4584,25.8338,52.93,76,0,8.63,clear sky
524,Urucui,BR,-7.2294,-44.5561,75.25,63,13,13.8,few clouds
525,Camana,PE,-16.6228,-72.7111,61.45,85,88,8.93,overcast clouds
526,Kinablangan,PH,7.6947,126.5503,87.1,68,34,7.31,scattered clouds
527,Havelock,US,34.8791,-76.9013,77.95,94,1,3.44,clear sky
528,Pathein,MM,16.7833,94.7333,79.18,88,100,9.24,light rain
529,Yar-Sale,RU,66.8333,70.8333,54.61,68,94,9.78,overcast clouds
530,Muchkapskiy,RU,51.8513,42.4717,70.95,65,8,1.34,clear sky
531,Lagoa,PT,39.05,-27.9833,70.2,89,98,12.48,overcast clouds
532,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,73.81,40,78,4.27,broken clouds
533,Brae,GB,60.3964,-1.353,51.71,78,94,18.01,overcast clouds
534,Batemans Bay,AU,-35.7167,150.1833,62.2,86,100,7.72,light rain
535,Hibbing,US,47.4272,-92.9377,65.55,72,75,5.75,broken clouds
536,Viedma,AR,-40.8135,-62.9967,41.02,71,0,7.67,clear sky
537,Camacha,PT,33.0833,-16.3333,66.96,73,40,10.36,scattered clouds
538,Santo Domingo,DO,18.5001,-69.9886,81.03,86,63,3.0,broken clouds
539,Natal,BR,-5.795,-35.2094,74.05,88,0,6.91,clear sky
540,Veraval,IN,20.9,70.3667,81.34,84,100,20.96,overcast clouds
541,Porterville,US,36.0652,-119.0168,97.88,24,1,4.61,clear sky
542,Mareeba,AU,-17.0,145.4333,85.32,57,0,6.62,clear sky
543,Petersburg,US,37.2279,-77.4019,77.85,88,40,3.44,light intensity drizzle
544,Magnor,SE,59.9511,12.1996,57.29,98,100,1.63,overcast clouds
545,Namibe,AO,-15.1961,12.1522,68.49,67,0,8.12,clear sky
546,Parbhani,IN,19.2667,76.7833,76.57,77,100,14.79,overcast clouds
547,Svoge,BG,42.9667,23.35,71.8,68,0,1.34,clear sky
548,Bahar,IR,34.9072,48.4414,71.85,30,71,3.31,broken clouds
549,Sabha,LY,27.0377,14.4283,83.01,17,0,7.99,clear sky
550,Palermo,IT,37.8167,13.5833,82.74,31,41,1.61,scattered clouds
551,Keningau,MY,5.3378,116.1602,84.65,53,17,1.81,few clouds
552,Wasilla,US,61.5814,-149.4394,72.77,55,1,5.75,clear sky
553,Muravlenko,RU,63.7898,74.523,58.91,61,53,9.19,broken clouds
554,General Roca,AR,-39.0333,-67.5833,41.4,52,0,8.05,clear sky
555,Husavik,IS,66.0449,-17.3389,54.09,67,100,3.24,overcast clouds
556,Alta Floresta,BR,-9.8756,-56.0861,69.26,43,15,3.44,few clouds
557,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.98,86,94,7.54,overcast clouds
558,Besikduzu,TR,41.052,39.2284,76.89,84,51,4.41,broken clouds
559,Idanre,NG,7.1127,5.1159,69.04,99,93,2.75,overcast clouds
560,Hambantota,LK,6.1241,81.1185,83.01,70,71,18.45,broken clouds
561,Chiang Klang,TH,19.2938,100.8617,79.92,91,99,3.47,overcast clouds
562,Ibanda,TZ,-2.7974,32.4746,62.46,59,75,9.22,broken clouds
563,Imbituba,BR,-28.24,-48.6703,59.83,89,100,7.27,overcast clouds
564,Copiapo,CL,-27.3667,-70.3333,44.29,43,0,0.65,clear sky
565,Horizontina,BR,-27.6258,-54.3078,51.26,67,100,1.77,overcast clouds
566,Basco,PH,20.4487,121.9702,82.22,87,100,25.77,light rain
567,Macau,MO,22.2006,113.5461,90.79,79,20,11.5,few clouds
568,Yakima,US,46.4665,-120.6678,94.44,25,1,6.91,haze
569,Qiryat Shemona,IL,33.2073,35.5721,84.0,65,0,2.73,clear sky
570,Nome,US,64.5011,-165.4064,48.27,87,90,11.5,overcast clouds
571,Hoopstad,ZA,-27.8327,25.9083,41.34,46,0,2.3,clear sky
572,Merauke,ID,-8.4667,140.3333,82.09,73,85,10.56,overcast clouds
573,Kuldur,RU,49.2167,131.6333,69.66,80,100,10.51,overcast clouds
574,Skoghall,SE,59.3232,13.4655,55.96,94,75,5.75,broken clouds
575,Miri,MY,4.4148,114.0089,86.18,66,56,6.6,broken clouds
576,Sao Sebastiao,BR,-23.76,-45.4097,58.64,88,100,3.42,overcast clouds
577,Ende,ID,-8.8432,121.6623,83.68,69,65,7.25,broken clouds
578,Dhidhdhoo,MV,6.8833,73.1,81.73,76,35,11.14,scattered clouds
579,Pinawa,CA,50.1489,-95.8811,62.4,55,5,7.96,clear sky
580,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,58.69,39,100,4.9,overcast clouds
581,Plouzane,FR,48.3833,-4.6167,57.38,94,90,3.44,overcast clouds
582,Kyshtovka,RU,56.555,76.6271,61.52,84,28,5.23,scattered clouds
583,Staryy Nadym,RU,65.6118,72.6842,59.13,59,100,11.21,overcast clouds
584,Cap Malheureux,MU,-19.9842,57.6142,71.47,73,2,5.99,light rain
585,Gold Coast,AU,-28.0,153.4333,81.16,60,0,3.0,clear sky
586,Abalak,RU,58.1286,68.5944,61.57,81,53,8.81,light rain
587,Ambon,ID,-3.6954,128.1814,91.54,58,40,4.61,scattered clouds
588,Suhbaatar,MN,50.2314,106.2078,68.18,67,96,4.65,moderate rain
589,Smolenka,RU,52.1352,113.4974,68.07,56,40,4.47,light rain
590,Touros,BR,-5.1989,-35.4608,74.3,87,54,14.29,broken clouds
591,Teahupoo,PF,-17.8333,-149.2667,75.16,63,86,12.41,overcast clouds
592,Adrar,MR,20.5022,-10.0711,81.12,62,93,17.69,overcast clouds
593,Forio,IT,40.7342,13.8646,80.82,90,84,5.01,broken clouds
594,College,US,64.8569,-147.8028,79.12,44,75,5.75,broken clouds
595,Turbat,PK,26.0023,63.044,85.21,68,9,3.2,clear sky
596,Kruisfontein,ZA,-34.0033,24.7314,54.28,32,83,7.31,broken clouds
597,Klaksvik,FO,62.2266,-6.589,45.52,80,100,11.97,overcast clouds
598,The Valley,AI,18.217,-63.0578,82.09,79,0,17.52,clear sky
599,Margate,GB,51.3813,1.3862,61.03,91,67,11.92,broken clouds
600,Te Anau,NZ,-45.4167,167.7167,49.68,92,99,0.89,overcast clouds
601,Trincomalee,LK,8.5711,81.2335,83.71,69,100,18.01,overcast clouds
602,Orchard Homes,US,46.8633,-114.0484,91.54,32,1,3.0,clear sky
603,Aleksandrov Gay,RU,50.147,48.5704,78.96,46,92,6.15,overcast clouds
604,Usolye,RU,59.4268,56.6808,63.0,94,27,6.22,scattered clouds
605,Vaitape,PF,-16.5167,-151.75,77.05,66,76,14.99,broken clouds
606,Dingle,PH,10.9995,122.6711,88.92,64,69,15.01,broken clouds
607,Izberbash,RU,42.5696,47.8645,73.45,63,25,3.87,scattered clouds
608,Palafrugell,ES,41.9174,3.1631,65.43,64,81,10.49,broken clouds
609,Asaba,NG,6.2006,6.7338,73.47,91,99,3.27,overcast clouds
610,Monteiro,BR,-7.8894,-37.12,69.17,71,91,12.71,overcast clouds
611,Usakos,NA,-22.0,15.6,54.75,37,0,12.77,clear sky
612,Kostroma,RU,57.7708,40.9344,58.71,84,10,6.93,clear sky
613,Miami,US,25.7743,-80.1937,86.02,77,20,1.99,few clouds
614,Siddipet,IN,18.1,78.85,76.55,75,100,19.24,overcast clouds
615,Mwene-Ditu,CD,-7.0,23.45,62.94,34,6,4.68,clear sky
616,Chernyshevskiy,RU,63.0128,112.4714,76.14,29,17,5.68,few clouds
617,Belyy Yar,RU,53.6039,91.3903,69.69,64,0,2.24,clear sky
618,Tarabuco,BO,-19.1667,-64.9167,39.52,70,88,7.61,overcast clouds
619,Kuytun,RU,54.3419,101.5036,65.39,58,100,6.06,overcast clouds
620,Kavaratti,IN,10.5669,72.642,82.13,78,26,15.23,scattered clouds
621,Sita Buzaului,RO,45.65,26.0667,69.6,86,2,0.6,clear sky
622,Yeniseysk,RU,58.4497,92.1703,70.65,46,9,3.74,clear sky
623,Chimbote,PE,-9.0853,-78.5783,64.18,84,58,9.06,broken clouds
624,Kurumkan,RU,54.3,110.3,67.96,67,37,3.69,light rain
625,Dire Dawa,ET,9.5931,41.8661,66.76,66,82,18.86,broken clouds
626,Palmeira,BR,-25.4294,-50.0064,46.65,82,100,6.51,overcast clouds
627,Sandpoint,US,48.2766,-116.5533,92.16,35,1,11.5,clear sky
628,Ler,SS,8.3018,30.1418,70.66,93,100,1.1,overcast clouds
629,Paka,MY,4.6374,103.4368,83.53,73,100,1.88,moderate rain
630,Naryan-Mar,RU,67.6713,53.087,53.67,97,100,11.77,overcast clouds
631,Ranipur,PK,27.2879,68.5051,87.85,48,100,7.25,overcast clouds
632,Acapulco,MX,16.8634,-99.8901,81.0,82,24,4.63,few clouds
633,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,65.62,18,68,9.84,broken clouds
634,Tevaitoa,PF,-16.7833,-151.5,76.73,67,70,14.74,broken clouds
635,Henties Bay,NA,-22.116,14.2845,75.85,30,0,15.97,clear sky
636,Nioro,GM,13.35,-15.75,75.74,92,100,5.41,overcast clouds
637,Haines Junction,CA,60.7522,-137.5108,75.38,37,82,5.79,broken clouds
638,Pahrump,US,36.2083,-115.9839,89.65,43,79,4.94,broken clouds
639,Morada Nova,BR,-5.1067,-38.3725,78.66,52,77,9.57,broken clouds
640,Mildura,AU,-34.2,142.15,58.96,63,40,6.91,scattered clouds
641,Kadungora,ID,-7.0899,107.8864,80.92,72,36,4.59,scattered clouds
642,Pemberton,CA,50.3164,-122.8027,79.25,63,100,1.16,overcast clouds
643,Pontianak,ID,-0.0333,109.3333,87.78,70,75,8.05,broken clouds
644,Jijiang,CN,29.2906,106.2542,96.49,62,0,2.59,clear sky
645,Orange Cove,US,36.6244,-119.3137,98.92,31,1,4.61,clear sky
646,Los Alamos,US,35.8881,-106.307,65.98,50,75,4.61,broken clouds
647,Ucluelet,CA,48.9329,-125.5528,82.04,85,91,1.99,overcast clouds
648,Orebro,SE,59.2741,15.2066,57.78,71,75,4.61,broken clouds
649,Sao Pedro Do Sul,BR,-29.6206,-54.1789,47.79,87,43,3.04,scattered clouds
650,Tazovskiy,RU,67.4667,78.7,53.2,77,100,7.38,overcast clouds
651,Svetlaya,RU,46.5389,138.3297,65.03,92,100,12.33,overcast clouds
652,Yibin,CN,28.7667,104.6238,88.84,46,0,1.99,light rain
653,Bikaner,IN,28.0167,73.3,89.78,60,99,8.61,overcast clouds
654,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.44,54,0,4.61,clear sky
655,Tutoia,BR,-2.7619,-42.2744,76.42,87,41,6.73,scattered clouds
656,Jalu,LY,29.0331,21.5482,83.01,21,0,7.36,clear sky
657,Mpika,ZM,-11.8343,31.4529,53.15,85,55,8.77,broken clouds
658,Cuamba,MZ,-14.8031,36.5372,58.93,87,22,6.73,few clouds
659,Port Macquarie,AU,-31.4333,152.9167,84.16,43,0,6.71,clear sky
660,Zhezkazgan,KZ,47.8043,67.7144,85.01,20,32,6.38,scattered clouds
661,Iralaya,HN,15.0,-83.2333,81.43,83,100,13.65,overcast clouds
662,Hovd,MN,48.0056,91.6419,54.52,80,100,2.48,light rain
663,Pella,RU,59.7775,30.8181,61.95,94,73,5.19,light rain
664,Asmar,AF,35.0333,71.3581,80.76,71,27,3.18,scattered clouds
665,Luwingu,ZM,-10.2621,29.9271,51.69,78,0,5.53,clear sky
666,Miracatu,BR,-24.2814,-47.4597,53.74,98,100,0.74,overcast clouds
667,Santa Maria,BR,-29.6842,-53.8069,48.36,84,75,2.95,broken clouds
668,Ambatolampy,MG,-19.3833,47.4167,42.57,77,1,3.8,clear sky
669,Lakatoro,VU,-16.0999,167.4164,77.02,53,94,9.55,overcast clouds
670,Tafresh,IR,34.692,50.013,71.17,37,86,6.15,overcast clouds
671,Hualmay,PE,-11.0964,-77.6139,63.59,83,23,8.48,few clouds
672,Garissa,KE,-0.4536,39.6401,71.92,70,100,15.59,overcast clouds
673,Santa Cruz,BO,-17.8,-63.1667,69.26,52,75,9.22,broken clouds
674,Filadelfia,US,39.9523,-75.1638,70.11,71,1,0.0,clear sky
675,Russell,US,32.3502,-85.1999,74.91,83,1,0.0,clear sky
676,Morris,US,40.8334,-74.5329,69.08,84,1,0.0,clear sky
677,Atikokan,CA,48.7555,-91.6216,60.58,66,97,6.6,overcast clouds
678,Khuzdar,PK,27.7384,66.6434,85.98,16,6,7.78,clear sky
679,Port-Gentil,GA,-0.7193,8.7815,75.58,76,75,9.42,broken clouds
680,Aplahoue,BJ,6.9333,1.6833,70.99,96,60,4.0,broken clouds
681,Tongliao,CN,43.6125,122.2653,72.73,84,100,7.18,overcast clouds
682,Flinders,AU,-34.5833,150.8552,73.2,74,48,7.0,light rain
683,Omsukchan,RU,62.5333,155.8,44.73,86,100,10.42,light rain
684,Tondon,GN,10.3667,-13.35,71.55,99,100,1.34,overcast clouds
685,Saint-Jacques,CA,45.9501,-73.5659,66.49,65,97,6.51,overcast clouds
686,Show Low,US,34.2542,-110.0298,71.31,71,1,6.91,clear sky
687,Uaua,BR,-9.8414,-39.4817,66.92,87,100,16.58,overcast clouds
688,Lashio,MM,22.9333,97.75,74.39,90,98,2.8,overcast clouds
689,Pestovo,RU,58.5938,35.8024,57.65,93,27,5.53,scattered clouds
690,Elko,US,41.0002,-115.5012,65.8,55,46,7.05,scattered clouds
691,Lebork,PL,54.5392,17.7501,62.92,83,46,12.53,scattered clouds
692,Kikwit,CD,-5.041,18.8162,71.01,29,15,0.43,few clouds
693,Guerrero Negro,MX,27.9769,-114.0611,73.15,78,9,15.5,clear sky
694,Altay,CN,47.8667,88.1167,69.28,39,30,4.41,scattered clouds
695,Ukholovo,RU,53.7929,40.4892,64.85,63,91,3.29,overcast clouds
696,Ibra,OM,22.6906,58.5334,83.95,56,56,3.09,broken clouds
697,Mmathubudukwane,BW,-24.6,26.4333,45.01,50,0,2.1,clear sky
698,Uspenka,UA,48.3903,39.1619,72.46,71,1,2.71,clear sky
